CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
73,12,5,5,95,low
95,15,4,19,133,normal
81,19,3,13,116,normal
119,25,10,9,163,normal
80,10,4,15,109,normal
102,24,3,16,145,normal
68,17,6,10,101,low
109,40,38,0,187,heavy
124,25,31,1,181,heavy
126,22,21,1,170,heavy
120,31,29,5,185,heavy
101,20,47,5,173,heavy
139,40,48,2,229,heavy
116,23,23,4,166,normal
101,14,24,0,139,normal
137,40,21,5,203,heavy
131,26,36,0,193,heavy
114,27,45,4,190,heavy
102,14,46,1,163,high
116,24,32,5,177,heavy
29,10,21,12,72,normal
41,12,15,10,78,low
41,9,7,27,84,normal
90,25,26,10,151,high
64,25,17,20,126,normal
64,10,17,23,114,high
69,17,5,28,119,high
59,9,9,21,98,normal
44,10,12,29,95,normal
43,5,6,26,80,normal
65,7,10,21,103,normal
29,5,12,21,67,normal
24,9,8,20,61,normal
44,6,4,26,80,normal
35,10,12,24,81,normal
43,10,15,21,89,normal
45,17,24,11,97,normal
108,21,37,14,180,heavy
53,19,33,9,114,high
75,23,31,13,142,high
70,18,5,19,112,normal
52,25,15,19,111,normal
9,18,24,9,60,normal
47,21,9,18,95,normal
116,20,17,19,172,heavy
65,14,6,9,94,low
93,12,13,13,131,normal
100,21,45,9,175,heavy
121,24,31,6,182,heavy
110,15,50,5,180,heavy
103,17,28,5,153,high
136,38,20,5,199,heavy
119,22,32,9,182,heavy
132,17,36,5,190,heavy
147,10,41,5,203,heavy
111,12,44,6,173,heavy
102,27,32,5,166,high
137,25,29,7,198,heavy
71,17,15,31,134,high
64,25,11,15,115,normal
70,16,15,29,130,high
91,9,11,32,143,high
95,6,11,35,147,high
76,16,10,31,133,high
87,17,18,7,129,normal
63,22,12,29,126,high
56,17,20,8,101,normal
102,18,19,29,168,heavy
60,23,10,13,106,normal
88,6,18,25,137,high
104,15,10,32,161,high
16,1,1,26,44,normal
12,1,0,12,25,low
16,1,0,29,46,normal
13,5,0,31,49,normal
20,1,1,27,49,normal
18,0,0,29,47,normal
16,3,1,26,46,normal
18,0,0,21,39,normal
11,5,0,24,40,normal
13,1,0,10,24,low
10,1,0,26,37,normal
19,5,1,22,47,normal
20,0,0,10,30,low
16,4,1,39,60,normal
19,1,1,11,32,low
20,4,0,38,62,normal
15,1,1,15,32,normal
10,0,0,33,43,normal
20,5,0,24,49,normal
12,2,1,35,50,normal
10,4,1,37,52,normal
15,4,0,38,57,normal
19,0,1,39,59,normal
16,4,0,35,55,normal
20,3,1,35,59,normal
118,1,0,4,123,normal
89,20,4,17,130,normal
120,18,6,13,157,normal
85,7,3,18,113,normal
99,8,2,14,123,normal
59,25,2,7,93,low
58,25,2,5,90,low
113,40,36,4,193,heavy
113,16,50,2,181,heavy
121,27,50,4,202,heavy
150,17,28,0,195,heavy
136,29,23,0,188,heavy
142,32,27,2,203,heavy
106,32,42,2,182,heavy
103,21,20,0,144,normal
131,19,26,1,177,heavy
133,23,21,3,180,heavy
123,17,50,1,191,heavy
124,21,35,2,182,heavy
136,26,20,4,186,heavy
92,10,39,19,160,high
82,7,13,19,121,normal
42,2,28,27,99,normal
24,17,17,9,67,normal
42,19,17,12,90,normal
100,12,5,23,140,high
11,25,30,22,88,normal
27,7,10,22,66,normal
38,7,11,20,76,normal
49,10,6,27,92,normal
66,9,7,28,110,normal
70,8,3,22,103,normal
58,7,6,27,98,normal
53,9,13,29,104,normal
22,5,6,26,59,normal
40,10,11,28,89,normal
58,13,10,12,93,low
60,25,24,17,126,normal
25,11,24,17,77,normal
22,28,11,18,79,normal
6,11,37,15,69,normal
92,18,34,18,162,high
97,17,38,20,172,heavy
92,18,31,6,147,high
74,12,17,16,119,normal
67,22,7,5,101,low
84,20,25,15,144,normal
144,15,42,8,209,heavy
120,11,47,7,185,heavy
108,10,36,6,160,high
141,13,50,6,210,heavy
121,37,29,8,195,heavy
142,40,22,6,210,heavy
137,23,28,7,195,heavy
117,10,27,8,162,high
100,16,37,7,160,high
148,11,42,8,209,heavy
148,27,39,6,220,heavy
65,18,20,21,124,high
75,9,14,6,104,low
85,15,20,29,149,high
57,21,20,18,116,normal
50,7,13,30,100,normal
87,21,14,34,156,high
64,24,11,6,105,low
76,6,18,14,114,normal
69,11,12,8,100,low
76,9,17,14,116,normal
94,8,15,5,122,normal
104,10,16,33,163,high
98,13,13,33,157,high
13,5,0,18,36,normal
17,1,0,11,29,low
18,2,1,34,55,normal
11,1,0,35,47,normal
17,4,0,11,32,low
17,1,1,23,42,normal
17,2,0,23,42,normal
16,4,1,30,51,normal
15,5,1,23,44,normal
18,0,0,31,49,normal
10,1,0,17,28,normal
13,2,0,32,47,normal
16,1,0,38,55,normal
11,4,0,32,47,normal
12,2,0,26,40,normal
14,2,1,14,31,normal
18,2,0,37,57,normal
17,1,1,22,41,normal
12,3,0,29,44,normal
20,5,0,30,55,normal
17,5,1,19,42,normal
12,0,1,33,46,normal
19,1,0,20,40,normal
11,4,1,38,54,normal
14,5,0,39,58,normal
102,20,4,12,138,normal
92,4,6,18,120,normal
54,14,10,16,94,normal
55,15,1,10,81,low
64,27,5,5,101,low
52,13,5,15,85,normal
73,11,4,3,91,low
106,27,45,5,183,heavy
145,21,40,5,211,heavy
133,19,28,5,185,heavy
117,31,49,0,197,heavy
146,17,34,0,197,heavy
101,35,42,3,181,heavy
103,28,32,1,164,high
150,10,26,0,186,heavy
135,23,48,0,206,heavy
104,10,48,2,164,high
144,39,50,1,234,heavy
132,10,49,0,191,heavy
142,19,31,1,193,heavy
45,4,30,29,108,normal
27,24,10,5,66,low
85,3,14,16,118,normal
84,11,27,26,148,high
90,4,10,20,124,normal
13,19,39,12,83,normal
11,1,37,9,58,normal
57,10,4,27,98,normal
52,10,9,23,94,normal
38,7,13,21,79,normal
35,7,15,24,81,normal
60,10,12,21,103,normal
70,10,3,30,113,high
34,8,6,30,78,normal
44,6,4,27,81,normal
21,5,4,25,55,normal
106,10,11,11,138,normal
82,30,32,10,154,high
57,12,9,17,95,normal
60,18,21,10,109,normal
79,17,34,8,138,high
78,29,22,13,142,normal
69,14,32,18,133,high
84,25,5,9,123,normal
62,11,28,5,106,normal
33,17,22,18,90,normal
14,21,23,6,64,normal
127,27,40,5,199,heavy
136,10,27,7,180,heavy
148,14,37,9,208,heavy
122,16,28,6,172,heavy
132,12,45,9,198,heavy
136,29,29,10,204,heavy
103,33,48,10,194,heavy
132,37,23,10,202,heavy
136,39,39,6,220,heavy
120,24,36,5,185,heavy
126,34,38,9,207,heavy
80,22,14,18,134,normal
99,9,15,29,152,high
81,21,19,7,128,normal
87,9,16,26,138,high
80,17,13,30,140,high
91,18,18,9,136,normal
90,19,15,13,137,normal
107,19,10,23,159,high
98,11,14,27,150,high
98,18,20,22,158,high
102,5,12,17,136,normal
62,13,16,28,119,high
101,15,12,35,163,high
17,5,1,16,39,normal
10,4,1,37,52,normal
16,4,0,35,55,normal
17,2,0,17,36,normal
17,0,0,27,44,normal
17,4,1,25,47,normal
15,2,0,15,32,normal
20,0,1,12,33,low
16,3,0,28,47,normal
13,2,1,28,44,normal
15,5,0,26,46,normal
15,2,1,16,34,normal
12,3,0,26,41,normal
15,5,0,27,47,normal
20,2,0,17,39,normal
12,2,0,16,30,normal
19,1,0,38,58,normal
16,1,1,32,50,normal
12,0,0,11,23,low
16,5,1,29,51,normal
19,5,1,18,43,normal
11,0,0,15,26,normal
15,4,1,17,37,normal
20,1,0,23,44,normal
10,4,0,36,50,normal
39,14,0,15,68,normal
33,7,3,10,53,low
77,8,7,15,107,normal
80,18,6,11,115,normal
53,11,7,15,86,normal
73,17,6,13,109,normal
77,20,4,13,114,normal
76,14,1,12,103,low
58,14,0,15,87,normal
57,18,7,13,95,normal
80,16,0,10,106,low
38,7,1,13,59,normal
53,20,6,12,91,low
30,9,7,10,56,low
50,19,4,10,83,low
31,14,3,14,62,normal
28,18,5,10,61,low
31,15,4,12,62,low
52,19,0,10,81,low
42,9,2,13,66,normal
151,55,27,2,235,heavy
180,69,29,1,279,heavy
149,41,23,3,216,heavy
167,60,27,3,257,heavy
134,45,22,3,204,heavy
180,62,26,4,272,heavy
156,54,25,3,238,heavy
171,60,18,1,250,heavy
174,53,10,3,240,heavy
154,61,16,3,234,heavy
161,53,11,1,226,heavy
148,48,13,2,211,heavy
136,60,27,2,225,heavy
143,68,16,0,227,heavy
152,51,22,2,227,heavy
132,58,15,4,209,heavy
155,58,15,4,232,heavy
144,62,12,3,221,heavy
161,51,20,1,233,heavy
137,46,13,2,198,heavy
149,61,16,1,227,heavy
158,46,20,1,225,heavy
134,65,22,0,221,heavy
134,65,10,2,211,heavy
73,24,4,0,101,low
64,23,21,1,109,normal
51,27,25,2,105,normal
80,22,17,0,119,normal
61,26,8,0,95,low
75,24,8,0,107,low
82,20,15,2,119,normal
53,28,21,1,103,normal
68,29,14,0,111,low
63,28,22,0,113,normal
76,30,20,1,127,normal
66,23,10,0,99,low
50,23,1,0,74,low
60,29,22,2,113,normal
75,26,11,0,112,normal
81,22,18,2,123,normal
33,6,0,4,43,low
21,5,6,15,47,normal
22,7,1,2,32,low
31,6,0,15,52,normal
41,8,3,2,54,low
24,6,5,11,46,low
45,6,6,10,67,low
24,11,6,2,43,low
47,6,2,12,67,low
46,1,1,4,52,low
26,3,2,3,34,low
20,4,0,39,63,normal
20,1,1,27,49,normal
19,0,1,17,37,normal
11,3,1,19,34,normal
17,5,1,31,54,normal
19,4,0,12,35,low
11,1,0,38,50,normal
12,0,0,17,29,normal
18,0,0,27,45,normal
19,4,0,14,37,normal
13,2,0,28,43,normal
18,4,1,23,46,normal
20,0,0,11,31,low
11,4,1,22,38,normal
15,2,0,18,35,normal
16,3,0,34,53,normal
11,2,0,18,31,normal
17,4,1,38,60,normal
20,4,1,28,53,normal
19,0,1,37,57,normal
10,2,1,34,47,normal
19,0,0,17,36,normal
15,0,0,30,45,normal
10,2,0,31,43,normal
18,3,0,17,38,normal
97,22,4,18,141,normal
111,12,9,17,149,normal
108,10,5,17,140,normal
74,24,10,20,128,normal
114,4,8,20,146,normal
91,16,5,11,123,normal
66,3,9,19,97,normal
104,32,23,5,164,normal
128,18,31,3,180,heavy
127,24,27,0,178,heavy
130,31,22,0,183,heavy
108,13,38,1,160,high
116,22,37,2,177,heavy
143,28,27,4,202,heavy
118,32,21,5,176,heavy
121,35,32,0,188,heavy
109,28,39,2,178,heavy
135,11,23,5,174,heavy
100,30,29,2,161,high
138,32,26,4,200,heavy
29,9,21,23,82,normal
36,17,7,30,90,normal
42,9,37,28,116,high
80,6,12,6,104,low
37,21,28,6,92,normal
44,17,27,30,118,high
25,12,13,5,55,low
36,9,9,30,84,normal
63,7,10,29,109,normal
20,5,13,22,60,normal
53,8,6,23,90,normal
41,7,5,26,79,normal
36,9,13,29,87,normal
65,10,8,22,105,normal
55,6,5,27,93,normal
63,8,15,30,116,high
19,26,32,18,95,normal
84,11,11,9,115,normal
110,23,34,9,176,heavy
46,20,18,5,89,normal
67,12,10,20,109,normal
42,25,20,19,106,normal
87,17,18,6,128,normal
45,24,31,11,111,normal
80,26,35,6,147,high
83,18,6,15,122,normal
68,19,15,11,113,normal
101,37,48,9,195,heavy
149,32,29,10,220,heavy
136,21,33,9,199,heavy
105,20,23,7,155,normal
125,12,20,8,165,normal
125,14,26,5,170,heavy
118,28,23,8,177,heavy
114,32,45,6,197,heavy
123,37,46,8,214,heavy
115,23,22,7,167,normal
111,25,35,10,181,heavy
66,8,11,9,94,low
103,12,17,23,155,high
94,14,14,24,146,high
105,23,15,18,161,normal
53,22,14,35,124,high
74,10,12,32,128,high
71,24,15,26,136,high
61,21,15,32,129,high
101,25,18,8,152,normal
104,22,10,14,150,normal
79,20,15,18,132,normal
70,20,11,14,115,normal
74,16,14,34,138,high
20,5,0,21,46,normal
16,0,0,36,52,normal
14,3,0,20,37,normal
14,1,1,30,46,normal
17,0,1,12,30,low
14,0,0,14,28,normal
18,5,0,40,63,normal
17,2,0,18,37,normal
14,1,1,35,51,normal
14,2,1,26,43,normal
16,0,1,37,54,normal
14,4,1,32,51,normal
19,5,0,12,36,low
11,0,1,31,43,normal
12,0,0,32,44,normal
12,3,0,32,47,normal
18,4,1,31,54,normal
17,4,1,20,42,normal
17,0,0,22,39,normal
19,2,1,12,34,low
18,2,1,19,40,normal
19,5,0,26,50,normal
19,5,1,35,60,normal
18,0,0,20,38,normal
16,0,0,30,46,normal
114,30,9,7,160,normal
102,17,2,14,135,normal
55,4,7,13,79,normal
82,2,4,14,102,normal
66,16,9,19,110,normal
86,5,1,13,105,normal
108,24,2,19,153,normal
112,30,26,0,168,heavy
147,31,46,0,224,heavy
116,20,40,2,178,heavy
138,13,21,5,177,heavy
132,25,40,2,199,heavy
124,14,31,4,173,heavy
106,27,25,1,159,normal
104,24,29,5,162,high
140,31,21,4,196,heavy
121,35,37,3,196,heavy
135,23,37,5,200,heavy
149,20,30,5,204,heavy
117,14,39,0,170,heavy
39,8,23,13,83,normal
40,14,18,21,93,normal
49,1,35,18,103,normal
38,12,35,25,110,normal
26,15,25,6,72,normal
93,14,10,25,142,high
54,24,37,20,135,high
32,6,10,23,71,normal
43,7,12,23,85,normal
23,6,15,20,64,normal
26,5,8,25,64,normal
55,7,8,27,97,normal
70,10,8,25,113,high
66,10,3,29,108,normal
66,7,15,26,114,high
46,6,7,21,80,normal
47,26,6,20,99,normal
75,20,7,11,113,normal
76,29,15,19,139,normal
56,14,38,12,120,high
19,26,36,17,98,normal
29,18,10,9,66,low
15,12,18,15,60,normal
53,27,27,17,124,high
95,22,28,9,154,high
27,27,32,10,96,normal
68,28,31,15,142,high
120,14,25,8,167,normal
144,28,24,8,204,heavy
112,31,43,8,194,heavy
149,28,20,10,207,heavy
131,29,34,8,202,heavy
104,31,41,9,185,heavy
141,30,27,7,205,heavy
117,10,47,9,183,heavy
112,13,37,6,168,heavy
127,40,39,8,214,heavy
131,15,31,6,183,heavy
66,8,10,11,95,low
61,23,18,34,136,high
55,25,13,26,119,high
85,23,20,6,134,normal
75,20,19,19,133,normal
58,17,20,22,117,high
60,23,11,26,120,high
80,21,11,7,119,normal
74,9,14,35,132,high
57,14,11,16,98,normal
73,9,13,5,100,low
80,25,19,26,150,high
82,13,12,21,128,high
15,4,0,27,46,normal
20,2,0,29,51,normal
12,2,0,39,53,normal
10,4,1,13,28,normal
16,0,1,29,46,normal
18,0,0,34,52,normal
11,5,1,19,36,normal
16,1,0,12,29,low
13,3,1,12,29,low
19,2,0,22,43,normal
13,3,0,39,55,normal
12,0,0,24,36,normal
10,3,1,12,26,low
11,4,0,38,53,normal
18,4,0,31,53,normal
19,1,0,34,54,normal
18,1,0,27,46,normal
13,0,0,26,39,normal
12,2,0,35,49,normal
15,4,0,12,31,low
10,5,0,33,48,normal
14,0,0,15,29,normal
16,0,0,16,32,normal
15,3,1,26,45,normal
20,4,0,34,58,normal
82,20,10,11,123,normal
99,7,3,6,115,normal
74,29,9,4,116,normal
94,1,1,14,110,normal
63,12,10,17,102,normal
101,4,3,12,120,normal
106,9,3,10,128,normal
112,15,24,1,152,normal
148,26,25,0,199,heavy
115,20,31,3,169,heavy
125,11,24,0,160,normal
140,38,38,0,216,heavy
150,17,35,5,207,heavy
149,11,42,2,204,heavy
150,22,38,3,213,heavy
147,32,25,4,208,heavy
138,39,45,4,226,heavy
149,16,49,1,215,heavy
139,10,50,2,201,heavy
109,25,49,2,185,heavy
84,24,12,28,148,high
38,8,6,5,57,low
45,16,6,21,88,normal
57,4,36,14,111,normal
84,12,6,28,130,high
55,25,33,21,134,high
14,15,5,21,55,normal
26,8,11,20,65,normal
60,10,9,27,106,normal
34,6,7,25,72,normal
22,9,8,26,65,normal
59,10,11,30,110,normal
48,6,14,28,96,normal
46,9,11,23,89,normal
37,9,8,20,74,normal
67,9,11,21,108,normal
32,19,39,9,99,normal
63,12,22,5,102,normal
32,29,25,11,97,normal
83,22,40,20,165,high
40,14,31,19,104,normal
101,22,39,19,181,heavy
62,29,31,11,133,high
20,19,25,8,72,normal
42,22,5,9,78,low
37,17,12,16,82,normal
95,12,20,15,142,normal
