CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
147,28,29,10,214,heavy
146,22,50,10,228,heavy
148,23,27,5,203,heavy
149,17,41,9,216,heavy
136,32,41,7,216,heavy
101,22,33,9,165,high
87,18,13,34,152,high
50,21,14,9,94,low
63,23,19,34,139,high
73,9,11,5,98,low
78,13,20,25,136,high
71,22,12,14,119,normal
80,17,11,15,123,normal
62,21,10,35,128,high
100,17,16,33,166,high
95,15,18,9,137,normal
102,14,15,34,165,high
68,12,15,32,127,high
74,5,19,5,103,normal
15,4,1,21,41,normal
16,0,1,24,41,normal
12,0,0,12,24,low
12,5,0,23,40,normal
15,2,1,14,32,normal
10,3,0,23,36,normal
16,2,0,35,53,normal
13,3,0,22,38,normal
13,0,0,32,45,normal
11,1,0,27,39,normal
17,1,0,32,50,normal
11,2,0,17,30,normal
14,1,1,11,27,low
17,2,0,33,52,normal
15,2,1,38,56,normal
13,4,1,24,42,normal
11,5,1,11,28,low
12,3,0,22,37,normal
15,1,0,26,42,normal
13,0,1,34,48,normal
17,5,0,15,37,normal
20,3,1,26,50,normal
18,4,0,30,52,normal
12,1,1,19,33,normal
20,0,0,12,32,low
29,10,0,12,51,low
39,20,1,10,70,low
76,9,7,13,105,normal
33,17,0,13,63,normal
64,14,1,12,91,low
44,7,1,11,63,low
53,8,4,15,80,normal
75,6,7,13,101,normal
60,11,4,10,85,low
35,14,2,14,65,normal
75,20,6,15,116,normal
27,10,2,12,51,low
61,20,7,14,102,normal
72,20,5,15,112,normal
43,18,6,14,81,normal
54,10,4,14,82,normal
30,12,1,14,57,normal
72,8,6,12,98,low
55,17,7,15,94,normal
36,20,0,13,69,normal
168,55,10,0,233,heavy
135,61,28,2,226,heavy
168,68,27,2,265,heavy
139,44,16,1,200,heavy
156,63,12,3,234,heavy
141,51,27,3,222,heavy
144,44,16,3,207,heavy
132,65,23,0,220,heavy
180,48,17,2,247,heavy
140,67,20,4,231,heavy
163,62,12,0,237,heavy
148,70,15,0,233,heavy
134,47,22,3,206,heavy
162,51,13,0,226,heavy
136,49,15,1,201,heavy
147,52,26,0,225,heavy
174,54,25,1,254,heavy
135,69,20,1,225,heavy
142,55,21,1,219,heavy
144,59,14,2,219,heavy
180,49,17,0,246,heavy
153,59,20,4,236,heavy
139,43,27,3,212,heavy
179,60,12,0,251,heavy
76,21,6,1,104,low
59,25,19,1,104,normal
51,20,12,1,84,low
78,24,19,2,123,normal
50,24,11,0,85,low
59,25,8,0,92,low
90,21,0,0,111,low
79,26,21,2,128,normal
56,21,4,1,82,low
70,25,11,2,108,low
54,27,21,2,104,normal
53,22,13,2,90,low
59,27,5,2,93,low
63,30,21,0,114,normal
87,21,16,0,124,normal
71,26,19,1,117,normal
32,5,5,13,55,normal
36,6,7,2,51,low
35,10,0,2,47,low
40,10,5,10,65,low
44,6,1,3,54,low
40,6,1,3,50,low
45,2,7,7,61,low
44,2,6,5,57,low
33,4,4,5,46,low
22,5,3,13,43,normal
33,5,5,1,44,low
10,0,0,29,39,normal
19,3,1,35,58,normal
10,4,0,30,44,normal
12,3,1,25,41,normal
12,1,0,40,53,normal
20,2,0,19,41,normal
18,4,1,11,34,low
19,1,1,37,58,normal
13,2,0,25,40,normal
16,4,1,15,36,normal
10,4,1,16,31,normal
18,3,0,19,40,normal
15,5,0,10,30,low
14,2,1,22,39,normal
15,0,0,15,30,normal
17,5,0,21,43,normal
14,0,1,12,27,low
10,1,0,11,22,low
18,5,0,18,41,normal
12,4,0,11,27,low
17,0,1,30,48,normal
20,1,0,28,49,normal
19,5,1,38,63,normal
15,0,0,36,51,normal
10,2,0,30,42,normal
74,4,4,13,95,normal
96,29,6,17,148,normal
109,16,6,12,143,normal
113,6,9,10,138,normal
90,24,8,20,142,normal
106,19,10,17,152,normal
96,7,6,4,113,normal
102,21,42,3,168,heavy
140,35,50,0,225,heavy
105,33,29,4,171,heavy
134,26,27,1,188,heavy
123,35,45,1,204,heavy
128,31,26,0,185,heavy
105,32,43,0,180,heavy
137,13,31,5,186,heavy
148,37,46,2,233,heavy
105,14,35,2,156,high
148,17,42,5,212,heavy
116,22,30,3,171,heavy
143,28,46,1,218,heavy
30,24,13,13,80,normal
74,23,35,10,142,high
67,5,36,17,125,high
59,11,33,25,128,high
34,21,39,16,110,normal
72,24,10,9,115,normal
73,12,32,5,122,high
26,8,8,24,66,normal
47,5,7,28,87,normal
33,10,6,29,78,normal
39,8,13,20,80,normal
36,5,14,22,77,normal
53,9,15,25,102,normal
37,9,10,30,86,normal
54,8,4,27,93,normal
20,8,15,26,69,normal
47,29,28,9,113,high
51,27,10,20,108,normal
114,11,40,20,185,heavy
73,13,19,9,114,normal
28,19,27,5,79,normal
105,20,20,11,156,normal
68,24,15,14,121,normal
112,16,30,11,169,heavy
120,30,28,15,193,heavy
38,27,12,18,95,normal
94,17,14,15,140,normal
107,28,45,8,188,heavy
100,16,49,7,172,heavy
145,15,20,9,189,heavy
133,17,22,8,180,heavy
117,36,41,10,204,heavy
113,26,26,8,173,heavy
101,20,21,9,151,normal
149,33,45,10,237,heavy
134,35,26,7,202,heavy
106,11,45,9,171,heavy
121,37,34,6,198,heavy
97,13,11,15,136,normal
91,17,18,29,155,high
57,16,13,19,105,normal
110,10,10,20,150,normal
71,14,17,30,132,high
89,25,20,24,158,high
87,16,15,14,132,normal
106,12,16,9,143,normal
78,10,19,20,127,normal
61,10,16,27,114,high
74,19,15,24,132,high
56,20,11,25,112,high
106,22,16,18,162,normal
10,1,1,12,24,low
12,4,1,33,50,normal
16,4,0,16,36,normal
18,1,0,18,37,normal
19,2,0,36,57,normal
18,4,1,35,58,normal
17,0,0,31,48,normal
18,1,0,16,35,normal
15,4,0,37,56,normal
11,5,0,14,30,normal
11,5,0,22,38,normal
12,2,1,37,52,normal
18,1,1,34,54,normal
19,1,0,11,31,low
11,4,1,26,42,normal
18,3,0,28,49,normal
12,4,1,37,54,normal
11,1,1,29,42,normal
19,5,1,29,54,normal
18,4,0,11,33,low
16,4,0,29,49,normal
19,4,1,33,57,normal
15,3,1,12,31,low
16,4,1,28,49,normal
11,4,0,20,35,normal
93,4,1,16,114,normal
114,12,7,18,151,normal
56,7,5,20,88,normal
92,23,3,19,137,normal
99,6,6,7,118,normal
108,14,6,9,137,normal
66,20,2,16,104,normal
147,26,44,5,222,heavy
139,27,29,1,196,heavy
119,31,36,5,191,heavy
114,30,21,2,167,normal
103,27,21,4,155,normal
105,17,29,4,155,high
124,29,41,1,195,heavy
118,19,34,1,172,heavy
101,37,32,0,170,heavy
109,11,48,1,169,heavy
143,12,23,3,181,heavy
143,40,30,0,213,heavy
128,16,34,0,178,heavy
14,25,14,16,69,normal
99,10,11,15,135,normal
67,1,22,14,104,normal
42,2,29,9,82,normal
92,3,33,21,149,high
91,16,28,9,144,high
25,9,10,28,72,normal
37,5,12,29,83,normal
55,6,12,29,102,normal
49,8,8,26,91,normal
69,9,3,20,101,normal
38,6,6,24,74,normal
40,8,12,21,81,normal
53,5,3,20,81,normal
21,8,4,28,61,normal
24,7,4,20,55,normal
47,24,24,9,104,normal
90,30,32,8,160,high
120,21,22,14,177,heavy
120,12,40,13,185,heavy
66,14,21,7,108,normal
89,24,12,6,131,normal
80,17,16,5,118,normal
114,21,10,9,154,normal
94,20,7,10,131,normal
70,18,28,5,121,high
56,17,15,8,96,low
141,15,20,6,182,heavy
150,19,46,7,222,heavy
119,37,22,8,186,heavy
144,14,44,5,207,heavy
110,25,46,6,187,heavy
138,15,31,10,194,heavy
140,35,41,5,221,heavy
103,24,28,8,163,high
142,27,30,5,204,heavy
149,13,22,9,193,heavy
126,40,39,8,213,heavy
78,15,14,28,135,high
102,15,11,29,157,high
96,22,20,12,150,normal
110,24,15,14,163,normal
97,22,17,13,149,normal
53,19,11,18,101,normal
82,8,17,29,136,high
91,24,18,29,162,high
102,6,14,35,157,high
109,6,15,18,148,normal
78,16,13,27,134,high
66,12,16,33,127,high
100,17,15,22,154,high
15,1,1,25,42,normal
16,1,0,33,50,normal
19,4,0,26,49,normal
10,0,1,34,45,normal
14,0,0,28,42,normal
13,2,0,22,37,normal
18,5,1,20,44,normal
18,4,0,18,40,normal
11,3,0,26,40,normal
13,1,0,24,38,normal
19,5,1,15,40,normal
11,3,1,28,43,normal
11,1,1,40,53,normal
18,4,1,28,51,normal
15,2,1,16,34,normal
20,0,0,27,47,normal
14,5,0,17,36,normal
11,3,1,10,25,low
18,5,0,22,45,normal
12,4,0,16,32,normal
10,2,0,24,36,normal
20,0,1,36,57,normal
20,1,0,29,50,normal
16,4,0,24,44,normal
18,3,0,22,43,normal
88,11,10,3,112,normal
114,5,9,7,135,normal
103,3,9,17,132,normal
81,16,7,14,118,normal
94,1,9,3,107,low
56,11,9,15,91,normal
80,16,5,10,111,low
138,35,47,4,224,heavy
123,27,22,4,176,heavy
114,30,36,2,182,heavy
122,30,37,2,191,heavy
148,10,28,2,188,heavy
127,38,48,0,213,heavy
113,32,44,1,190,heavy
131,26,40,1,198,heavy
108,27,44,5,184,heavy
109,19,49,3,180,heavy
125,15,28,3,171,heavy
139,30,35,4,208,heavy
103,35,50,2,190,heavy
64,13,40,12,129,high
79,1,10,30,120,high
50,2,7,14,73,normal
84,18,18,28,148,high
99,16,39,26,180,heavy
42,3,27,18,90,normal
53,2,29,24,108,normal
63,10,8,28,109,normal
24,8,3,20,55,normal
46,8,6,26,86,normal
20,7,8,26,61,normal
41,8,7,27,83,normal
44,5,3,28,80,normal
33,6,14,28,81,normal
30,9,7,25,71,normal
68,7,5,25,105,normal
28,29,26,5,88,normal
96,20,14,18,148,normal
24,15,26,13,78,normal
70,21,32,18,141,high
49,21,11,20,101,normal
51,22,12,16,101,normal
84,12,15,15,126,normal
99,18,7,20,144,normal
106,10,9,8,133,normal
6,11,34,20,71,normal
59,29,15,16,119,normal
139,25,41,5,210,heavy
109,12,49,6,176,heavy
124,24,47,9,204,heavy
135,29,39,7,210,heavy
137,15,37,7,196,heavy
119,28,46,9,202,heavy
127,21,28,5,181,heavy
109,37,44,9,199,heavy
145,27,35,7,214,heavy
133,36,28,6,203,heavy
138,19,36,5,198,heavy
73,5,20,10,108,normal
83,11,14,33,141,high
89,8,10,19,126,normal
99,19,18,24,160,high
54,17,14,8,93,low
58,18,14,6,96,low
56,16,12,9,93,low
77,6,20,5,108,normal
85,6,18,17,126,normal
105,14,13,32,164,high
96,21,11,24,152,high
66,22,17,16,121,normal
88,15,19,14,136,normal
16,1,1,24,42,normal
13,1,0,11,25,low
13,5,1,23,42,normal
19,5,0,37,61,normal
19,1,0,31,51,normal
11,5,0,19,35,normal
18,3,0,32,53,normal
17,1,1,38,57,normal
17,3,0,20,40,normal
18,4,1,19,42,normal
19,3,0,24,46,normal
16,3,0,15,34,normal
12,5,1,21,39,normal
17,3,0,36,56,normal
19,4,1,21,45,normal
13,5,0,20,38,normal
14,0,1,37,52,normal
14,5,0,39,58,normal
13,1,0,19,33,normal
18,5,1,25,49,normal
15,1,1,15,32,normal
19,2,0,30,51,normal
18,2,1,27,48,normal
13,1,0,38,52,normal
19,2,0,32,53,normal
116,0,1,9,126,normal
60,12,8,15,95,normal
82,15,0,19,116,normal
67,23,7,3,100,low
59,27,10,18,114,normal
66,6,9,5,86,low
120,10,3,16,149,normal
121,22,30,0,173,heavy
130,27,39,5,201,heavy
139,31,44,3,217,heavy
129,14,43,5,191,heavy
131,28,43,5,207,heavy
119,39,24,1,183,heavy
142,25,34,5,206,heavy
123,22,22,3,170,heavy
106,19,38,4,167,normal
115,39,20,2,176,heavy
111,17,32,1,161,high
144,26,50,3,223,normal
126,31,48,2,207,heavy
73,22,21,29,145,high
28,7,25,18,78,normal
31,10,40,9,90,normal
51,14,33,14,112,high
22,7,39,23,91,normal
46,5,11,21,83,normal
72,22,21,27,142,high
70,5,5,29,109,normal
28,9,9,24,70,normal
44,5,11,23,83,normal
27,6,13,30,76,normal
20,6,6,23,55,normal
29,7,3,28,67,normal
20,6,5,27,58,normal
65,9,15,22,111,normal
36,5,6,20,67,normal
99,21,21,6,147,normal
101,21,34,18,174,heavy
98,29,34,12,173,heavy
113,20,7,13,153,normal
75,24,27,7,133,high
71,21,38,11,141,high
119,13,32,7,171,heavy
114,11,39,13,177,heavy
99,26,8,11,144,normal
39,12,21,9,81,normal
114,26,16,20,176,heavy
120,32,39,9,200,heavy
143,24,35,6,208,heavy
121,28,21,5,175,heavy
134,23,28,10,195,heavy
103,13,37,10,163,high
122,12,48,10,192,heavy
145,39,23,6,213,heavy
105,13,48,10,176,heavy
144,13,40,10,207,heavy
103,18,40,5,166,high
120,15,34,8,177,heavy
56,19,16,13,104,normal
56,5,17,14,92,normal
108,15,13,5,141,normal
58,23,14,34,129,high
58,13,11,33,115,high
76,24,14,15,129,normal
69,8,13,28,118,high
54,9,12,10,85,low
89,7,10,10,116,normal
110,18,18,10,156,normal
86,12,17,18,133,normal
82,7,16,9,114,normal
102,5,19,11,137,normal
16,5,0,21,42,normal
11,3,1,39,54,normal
18,5,0,11,34,low
12,0,1,32,45,normal
15,4,1,39,59,normal
15,4,0,26,45,normal
13,1,0,30,44,normal
12,3,0,28,43,normal
17,2,1,20,40,normal
14,5,1,33,53,normal
16,3,1,11,31,low
18,2,1,13,34,normal
12,2,1,17,32,normal
17,4,1,15,37,normal
18,1,1,25,45,normal
20,1,1,10,32,low
15,1,0,21,37,normal
11,3,1,34,49,normal
19,0,1,13,33,normal
10,3,0,14,27,normal
17,5,1,17,40,normal
16,1,0,11,28,low
11,0,1,33,45,normal
10,5,0,39,54,normal
12,3,0,32,47,normal
106,16,10,10,142,normal
69,18,0,12,99,low
103,26,6,12,147,normal
99,25,6,6,136,normal
85,9,4,11,109,low
109,0,3,8,120,normal
106,27,1,6,140,normal
133,28,31,3,195,heavy
108,39,34,5,186,heavy
101,12,48,1,162,high
145,11,29,1,186,heavy
112,33,29,3,177,heavy
111,18,32,4,165,high
133,39,44,2,218,heavy
115,34,37,5,191,heavy
135,35,38,3,211,heavy
142,40,28,3,213,heavy
124,11,27,2,164,high
122,29,31,5,187,heavy
101,19,23,5,148,normal
72,5,15,20,112,normal
100,13,23,9,145,normal
32,10,33,8,83,normal
42,25,37,12,116,high
81,25,40,20,166,high
56,18,9,23,106,normal
84,9,31,17,141,high
36,9,8,28,81,normal
32,5,11,27,75,normal
26,7,15,27,75,normal
34,5,5,22,66,normal
66,9,6,30,111,normal
69,10,4,24,107,normal
44,7,9,20,80,normal
58,10,5,27,100,normal
27,6,14,30,77,normal
19,21,25,15,80,normal
39,15,30,8,92,normal
109,21,10,12,152,normal
93,10,9,15,127,normal
73,16,12,11,112,normal
111,18,29,16,174,heavy
37,20,10,19,86,normal
74,23,13,20,130,normal
32,28,35,6,101,normal
34,23,19,17,93,normal
59,25,9,20,113,normal
145,12,24,8,189,heavy
118,17,28,8,171,heavy
145,20,47,8,220,heavy
140,25,46,10,221,heavy
120,35,43,7,205,heavy
126,24,31,7,188,heavy
106,22,43,5,176,heavy
137,40,28,9,214,heavy
108,40,25,6,179,heavy
135,15,50,6,206,heavy
121,21,49,8,199,heavy
59,6,20,6,91,normal
59,13,18,27,117,high
103,7,15,15,140,normal
56,14,14,31,115,high
106,23,12,9,150,normal
109,5,16,17,147,normal
110,5,20,11,146,normal
86,15,15,23,139,high
91,18,19,26,154,high
99,19,15,28,161,high
93,14,20,17,144,normal
89,25,13,23,150,high
107,15,12,24,158,high
16,5,0,14,35,normal
14,5,1,20,40,normal
18,3,0,24,45,normal
12,3,0,40,55,normal
14,4,1,27,46,normal
18,5,1,15,39,normal
10,4,1,23,38,normal
10,5,0,14,29,normal
14,3,0,28,45,normal
10,2,0,38,50,normal
19,0,0,32,51,normal
20,3,0,19,42,normal
18,3,0,14,35,normal
11,2,0,12,25,low
17,1,1,13,32,normal
10,0,1,36,47,normal
17,0,0,32,49,normal
20,5,1,22,48,normal
12,3,0,17,32,normal
13,0,0,31,44,normal
11,1,1,35,48,normal
18,2,0,19,39,normal
15,0,1,24,40,normal
14,3,0,25,42,normal
12,0,1,16,29,normal
85,24,5,5,119,normal
71,22,5,2,100,low
108,4,5,3,120,normal
63,29,5,15,112,normal
62,12,3,18,95,normal
118,15,3,11,147,normal
90,21,2,14,127,normal
141,30,31,1,203,heavy
126,31,33,2,192,heavy
112,26,30,4,172,heavy
112,12,38,4,166,high
144,14,33,4,195,heavy
127,13,36,1,177,heavy
146,10,44,5,205,heavy
146,22,26,4,198,heavy
101,10,48,5,164,high
104,19,24,4,151,normal
150,20,43,0,213,heavy
110,35,45,2,192,heavy
139,15,28,2,184,heavy
99,17,32,7,155,high
22,15,7,19,63,normal
11,12,21,24,68,normal
47,20,18,16,101,normal
54,1,35,26,116,high
26,16,13,16,71,normal
99,18,39,19,175,heavy
31,9,11,28,79,normal
24,8,13,23,68,normal
21,7,9,20,57,normal
60,10,5,25,100,normal
29,9,12,21,71,normal
37,7,14,28,86,normal
53,7,11,22,93,normal
35,5,15,25,80,normal
53,6,10,28,97,normal
114,18,17,8,157,normal
95,28,22,9,154,normal
62,23,38,19,142,high
70,28,12,12,122,normal
35,20,10,8,73,low
60,23,10,20,113,normal
40,22,25,9,96,normal
53,21,6,11,91,low
99,16,38,7,160,high
86,21,31,18,156,high
79,28,35,13,155,high
146,25,33,8,212,heavy
116,24,36,6,182,heavy
107,14,44,5,170,heavy
115,20,27,9,171,heavy
113,23,43,6,185,heavy
102,20,31,5,158,high
138,27,21,7,193,heavy
146,13,38,9,206,heavy
139,33,41,7,220,heavy
130,24,48,9,211,heavy
135,31,34,8,208,heavy
106,22,16,20,164,normal
109,23,14,26,172,heavy
108,24,19,10,161,normal
50,16,16,11,93,normal
102,22,17,10,151,normal
72,25,10,27,134,high
91,13,18,13,135,normal
67,19,11,8,105,low
61,14,10,5,90,low
107,13,14,28,162,high
91,5,12,34,142,high
106,18,13,27,164,high
107,14,10,18,149,normal
17,4,1,20,42,normal
11,4,1,30,46,normal
11,4,0,23,38,normal
16,3,1,36,56,normal
11,0,1,30,42,normal
15,4,1,25,45,normal
16,5,0,27,48,normal
14,3,1,15,33,normal
